variable,ic_name,hub_name,period,flow
xijt,ic_5,hub_7,t_5,0.0
xijt,ic_5,hub_7,t_6,0.0
xijt,ic_5,hub_7,t_7,0.0
xijt,ic_5,hub_7,t_8,0.0
xijt,ic_5,hub_7,t_9,0.0
xijt,ic_5,hub_7,t_10,0.0
xijt,ic_5,hub_7,t_11,0.0
xijt,ic_5,hub_7,t_12,0.0
xijt,ic_5,hub_7,t_13,0.0
xijt,ic_5,hub_7,t_14,0.0
xijt,ic_5,hub_7,t_15,0.0
xijt,ic_5,hub_7,t_16,0.0
xijt,ic_5,hub_7,t_17,0.0
xijt,ic_5,hub_7,t_18,0.0
xijt,ic_5,hub_7,t_19,0.0
xijt,ic_5,hub_7,t_20,0.0
xijt,ic_5,hub_7,t_21,0.0
xijt,ic_5,hub_7,t_22,0.0
xijt,ic_5,hub_7,t_23,0.0
xijt,ic_5,hub_7,t_24,0.0
xijt,ic_5,hub_7,t_25,0.0
xijt,ic_5,hub_7,t_26,0.0
xijt,ic_5,hub_7,t_27,0.0
xijt,ic_5,hub_7,t_28,0.0
xijt,ic_5,hub_7,t_29,0.0
xijt,ic_5,hub_7,t_30,0.0
xijt,ic_5,hub_7,t_31,0.0
xijt,ic_5,hub_7,t_32,0.0
xijt,ic_5,hub_7,t_33,0.0
xijt,ic_5,hub_7,t_34,0.0
xijt,ic_5,hub_7,t_35,0.0
xijt,ic_5,hub_7,t_36,0.0
xijt,ic_5,hub_7,t_37,0.0
xijt,ic_5,hub_7,t_38,0.0
xijt,ic_5,hub_7,t_39,0.0
xijt,ic_5,hub_7,t_40,0.0
xijt,ic_5,hub_7,t_41,0.0
xijt,ic_5,hub_7,t_42,0.0
xijt,ic_5,hub_7,t_43,0.0
xijt,ic_5,hub_7,t_44,0.0
xijt,ic_5,hub_7,t_45,0.0
xijt,ic_5,hub_7,t_46,0.0
xijt,ic_5,hub_7,t_47,0.0
xijt,ic_5,hub_7,t_48,0.0
xijt,ic_5,hub_8,t_1,0.0
xijt,ic_5,hub_8,t_2,0.0
xijt,ic_5,hub_8,t_3,0.0
xijt,ic_5,hub_8,t_4,0.0
xijt,ic_5,hub_8,t_5,0.0
xijt,ic_5,hub_8,t_6,0.0
xijt,ic_5,hub_8,t_7,0.0
xijt,ic_5,hub_8,t_8,0.0
xijt,ic_5,hub_8,t_9,0.0
xijt,ic_5,hub_8,t_10,0.0
xijt,ic_5,hub_8,t_11,0.0
xijt,ic_5,hub_8,t_12,0.0
xijt,ic_5,hub_8,t_13,0.0
xijt,ic_5,hub_8,t_14,0.0
xijt,ic_5,hub_8,t_15,0.0
xijt,ic_5,hub_8,t_16,0.0
xijt,ic_5,hub_8,t_17,0.0
xijt,ic_5,hub_8,t_18,0.0
xijt,ic_5,hub_8,t_19,0.0
xijt,ic_5,hub_8,t_20,0.0
xijt,ic_5,hub_8,t_21,0.0
xijt,ic_5,hub_8,t_22,0.0
xijt,ic_5,hub_8,t_23,0.0
xijt,ic_5,hub_8,t_24,0.0
xijt,ic_5,hub_8,t_25,0.0
xijt,ic_5,hub_8,t_26,0.0
xijt,ic_5,hub_8,t_27,0.0
xijt,ic_5,hub_8,t_28,0.0
xijt,ic_5,hub_8,t_29,0.0
xijt,ic_5,hub_8,t_30,0.0
xijt,ic_5,hub_8,t_31,0.0
xijt,ic_5,hub_8,t_32,0.0
xijt,ic_5,hub_8,t_33,0.0
xijt,ic_5,hub_8,t_34,0.0
xijt,ic_5,hub_8,t_35,0.0
xijt,ic_5,hub_8,t_36,0.0
xijt,ic_5,hub_8,t_37,0.0
xijt,ic_5,hub_8,t_38,0.0
xijt,ic_5,hub_8,t_39,0.0
xijt,ic_5,hub_8,t_40,0.0
xijt,ic_5,hub_8,t_41,0.0
xijt,ic_5,hub_8,t_42,0.0
xijt,ic_5,hub_8,t_43,0.0
xijt,ic_5,hub_8,t_44,0.0
xijt,ic_5,hub_8,t_45,0.0
xijt,ic_5,hub_8,t_46,0.0
xijt,ic_5,hub_8,t_47,0.0
xijt,ic_5,hub_8,t_48,0.0
xijt,ic_5,hub_9,t_1,150.0
xijt,ic_5,hub_9,t_2,158.0
xijt,ic_5,hub_9,t_3,166.0
xijt,ic_5,hub_9,t_4,175.0
xijt,ic_5,hub_9,t_5,184.0
xijt,ic_5,hub_9,t_6,175.0
xijt,ic_5,hub_9,t_7,93.0
xijt,ic_5,hub_9,t_8,165.0
xijt,ic_5,hub_9,t_9,161.0
xijt,ic_5,hub_9,t_10,157.0
xijt,ic_5,hub_9,t_11,162.0
xijt,ic_5,hub_9,t_12,158.0
xijt,ic_5,hub_9,t_13,163.0
xijt,ic_5,hub_9,t_14,147.0
xijt,ic_5,hub_9,t_15,155.0
xijt,ic_5,hub_9,t_16,171.0
xijt,ic_5,hub_9,t_17,189.0
xijt,ic_5,hub_9,t_18,180.0
xijt,ic_5,hub_9,t_19,171.0
xijt,ic_5,hub_9,t_20,180.0
xijt,ic_5,hub_9,t_21,171.0
xijt,ic_5,hub_9,t_22,180.0
xijt,ic_5,hub_9,t_23,171.0
xijt,ic_5,hub_9,t_24,180.0
xijt,ic_5,hub_9,t_25,179.0
xijt,ic_5,hub_9,t_26,178.0
xijt,ic_5,hub_9,t_27,177.0
xijt,ic_5,hub_9,t_28,176.0
xijt,ic_5,hub_9,t_29,175.0
xijt,ic_5,hub_9,t_30,174.0
xijt,ic_5,hub_9,t_31,173.0
xijt,ic_5,hub_9,t_32,172.0
xijt,ic_5,hub_9,t_33,172.0
xijt,ic_5,hub_9,t_34,172.0
xijt,ic_5,hub_9,t_35,172.0
xijt,ic_5,hub_9,t_36,172.0
xijt,ic_5,hub_9,t_37,170.0
xijt,ic_5,hub_9,t_38,168.0
xijt,ic_5,hub_9,t_39,171.0
xijt,ic_5,hub_9,t_40,169.0
xijt,ic_5,hub_9,t_41,172.0
xijt,ic_5,hub_9,t_42,170.0
xijt,ic_5,hub_9,t_43,168.0
xijt,ic_5,hub_9,t_44,171.0
xijt,ic_5,hub_9,t_45,169.0
xijt,ic_5,hub_9,t_46,172.0
xijt,ic_5,hub_9,t_47,170.0
xijt,ic_5,hub_9,t_48,168.0
xijt,ic_5,hub_10,t_1,0.0
xijt,ic_5,hub_10,t_2,0.0
xijt,ic_5,hub_10,t_3,0.0
xijt,ic_5,hub_10,t_4,0.0
xijt,ic_5,hub_10,t_5,0.0
xijt,ic_5,hub_10,t_6,0.0
xijt,ic_5,hub_10,t_7,0.0
xijt,ic_5,hub_10,t_8,0.0
xijt,ic_5,hub_10,t_9,0.0
xijt,ic_5,hub_10,t_10,0.0
xijt,ic_5,hub_10,t_11,0.0
xijt,ic_5,hub_10,t_12,0.0
xijt,ic_5,hub_10,t_13,0.0
xijt,ic_5,hub_10,t_14,0.0
xijt,ic_5,hub_10,t_15,0.0
xijt,ic_5,hub_10,t_16,0.0
xijt,ic_5,hub_10,t_17,0.0
xijt,ic_5,hub_10,t_18,0.0
xijt,ic_5,hub_10,t_19,0.0
xijt,ic_5,hub_10,t_20,0.0
xijt,ic_5,hub_10,t_21,0.0
xijt,ic_5,hub_10,t_22,0.0
xijt,ic_5,hub_10,t_23,0.0
xijt,ic_5,hub_10,t_24,0.0
xijt,ic_5,hub_10,t_25,0.0
xijt,ic_5,hub_10,t_26,0.0
xijt,ic_5,hub_10,t_27,0.0
xijt,ic_5,hub_10,t_28,0.0
xijt,ic_5,hub_10,t_29,0.0
xijt,ic_5,hub_10,t_30,0.0
xijt,ic_5,hub_10,t_31,0.0
xijt,ic_5,hub_10,t_32,0.0
xijt,ic_5,hub_10,t_33,0.0
xijt,ic_5,hub_10,t_34,0.0
xijt,ic_5,hub_10,t_35,0.0
xijt,ic_5,hub_10,t_36,0.0
xijt,ic_5,hub_10,t_37,0.0
xijt,ic_5,hub_10,t_38,0.0
xijt,ic_5,hub_10,t_39,0.0
xijt,ic_5,hub_10,t_40,0.0
xijt,ic_5,hub_10,t_41,0.0
xijt,ic_5,hub_10,t_42,0.0
xijt,ic_5,hub_10,t_43,0.0
xijt,ic_5,hub_10,t_44,0.0
xijt,ic_5,hub_10,t_45,0.0
xijt,ic_5,hub_10,t_46,0.0
xijt,ic_5,hub_10,t_47,0.0
xijt,ic_5,hub_10,t_48,0.0
xijt,ic_5,hub_11,t_1,0.0
xijt,ic_5,hub_11,t_2,0.0
xijt,ic_5,hub_11,t_3,0.0
xijt,ic_5,hub_11,t_4,0.0
xijt,ic_5,hub_11,t_5,0.0
xijt,ic_5,hub_11,t_6,0.0
xijt,ic_5,hub_11,t_7,0.0
xijt,ic_5,hub_11,t_8,0.0
xijt,ic_5,hub_11,t_9,0.0
xijt,ic_5,hub_11,t_10,0.0
xijt,ic_5,hub_11,t_11,0.0
xijt,ic_5,hub_11,t_12,0.0
xijt,ic_5,hub_11,t_13,0.0
xijt,ic_5,hub_11,t_14,0.0
xijt,ic_5,hub_11,t_15,0.0
xijt,ic_5,hub_11,t_16,0.0
xijt,ic_5,hub_11,t_17,0.0
xijt,ic_5,hub_11,t_18,0.0
xijt,ic_5,hub_11,t_19,0.0
xijt,ic_5,hub_11,t_20,0.0
xijt,ic_5,hub_11,t_21,0.0
xijt,ic_5,hub_11,t_22,0.0
xijt,ic_5,hub_11,t_23,0.0
xijt,ic_5,hub_11,t_24,0.0
xijt,ic_5,hub_11,t_25,0.0
xijt,ic_5,hub_11,t_26,0.0
xijt,ic_5,hub_11,t_27,0.0
xijt,ic_5,hub_11,t_28,0.0
xijt,ic_5,hub_11,t_29,0.0
xijt,ic_5,hub_11,t_30,0.0
xijt,ic_5,hub_11,t_31,0.0
xijt,ic_5,hub_11,t_32,0.0
xijt,ic_5,hub_11,t_33,0.0
xijt,ic_5,hub_11,t_34,0.0
xijt,ic_5,hub_11,t_35,0.0
xijt,ic_5,hub_11,t_36,0.0
xijt,ic_5,hub_11,t_37,0.0
xijt,ic_5,hub_11,t_38,0.0
xijt,ic_5,hub_11,t_39,0.0
xijt,ic_5,hub_11,t_40,0.0
xijt,ic_5,hub_11,t_41,0.0
xijt,ic_5,hub_11,t_42,0.0
xijt,ic_5,hub_11,t_43,0.0
xijt,ic_5,hub_11,t_44,0.0
xijt,ic_5,hub_11,t_45,0.0
xijt,ic_5,hub_11,t_46,0.0
xijt,ic_5,hub_11,t_47,0.0
xijt,ic_5,hub_11,t_48,0.0
xijt,ic_5,hub_12,t_1,0.0
xijt,ic_5,hub_12,t_2,0.0
xijt,ic_5,hub_12,t_3,0.0
xijt,ic_5,hub_12,t_4,0.0
xijt,ic_5,hub_12,t_5,0.0
xijt,ic_5,hub_12,t_6,0.0
xijt,ic_5,hub_12,t_7,0.0
xijt,ic_5,hub_12,t_8,0.0
xijt,ic_5,hub_12,t_9,0.0
xijt,ic_5,hub_12,t_10,0.0
xijt,ic_5,hub_12,t_11,0.0
xijt,ic_5,hub_12,t_12,0.0
xijt,ic_5,hub_12,t_13,0.0
xijt,ic_5,hub_12,t_14,0.0
xijt,ic_5,hub_12,t_15,0.0
xijt,ic_5,hub_12,t_16,0.0
xijt,ic_5,hub_12,t_17,0.0
xijt,ic_5,hub_12,t_18,0.0
xijt,ic_5,hub_12,t_19,0.0
xijt,ic_5,hub_12,t_20,0.0
xijt,ic_5,hub_12,t_21,0.0
xijt,ic_5,hub_12,t_22,0.0
xijt,ic_5,hub_12,t_23,0.0
xijt,ic_5,hub_12,t_24,0.0
xijt,ic_5,hub_12,t_25,0.0
xijt,ic_5,hub_12,t_26,0.0
xijt,ic_5,hub_12,t_27,0.0
xijt,ic_5,hub_12,t_28,0.0
xijt,ic_5,hub_12,t_29,0.0
xijt,ic_5,hub_12,t_30,0.0
xijt,ic_5,hub_12,t_31,0.0
xijt,ic_5,hub_12,t_32,0.0
xijt,ic_5,hub_12,t_33,0.0
xijt,ic_5,hub_12,t_34,0.0
xijt,ic_5,hub_12,t_35,0.0
xijt,ic_5,hub_12,t_36,0.0
xijt,ic_5,hub_12,t_37,0.0
xijt,ic_5,hub_12,t_38,0.0
xijt,ic_5,hub_12,t_39,0.0
xijt,ic_5,hub_12,t_40,0.0
xijt,ic_5,hub_12,t_41,0.0
xijt,ic_5,hub_12,t_42,0.0
xijt,ic_5,hub_12,t_43,0.0
xijt,ic_5,hub_12,t_44,0.0
xijt,ic_5,hub_12,t_45,0.0
xijt,ic_5,hub_12,t_46,0.0
xijt,ic_5,hub_12,t_47,0.0
xijt,ic_5,hub_12,t_48,0.0
xijt,ic_5,hub_13,t_1,170.0
xijt,ic_5,hub_13,t_2,162.0
xijt,ic_5,hub_13,t_3,171.0
xijt,ic_5,hub_13,t_4,180.0
xijt,ic_5,hub_13,t_5,171.0
xijt,ic_5,hub_13,t_6,180.0
xijt,ic_5,hub_13,t_7,175.0
xijt,ic_5,hub_13,t_8,170.0
xijt,ic_5,hub_13,t_9,165.0
xijt,ic_5,hub_13,t_10,161.0
xijt,ic_5,hub_13,t_11,157.0
xijt,ic_5,hub_13,t_12,162.0
xijt,ic_5,hub_13,t_13,158.0
xijt,ic_5,hub_13,t_14,174.0
xijt,ic_5,hub_13,t_15,183.0
xijt,ic_5,hub_13,t_16,202.0
xijt,ic_5,hub_13,t_17,182.0
xijt,ic_5,hub_13,t_18,173.0
xijt,ic_5,hub_13,t_19,182.0
xijt,ic_5,hub_13,t_20,173.0
xijt,ic_5,hub_13,t_21,182.0
xijt,ic_5,hub_13,t_22,173.0
xijt,ic_5,hub_13,t_23,182.0
xijt,ic_5,hub_13,t_24,173.0
xijt,ic_5,hub_13,t_25,172.0
xijt,ic_5,hub_13,t_26,171.0
xijt,ic_5,hub_13,t_27,170.0
xijt,ic_5,hub_13,t_28,169.0
xijt,ic_5,hub_13,t_29,171.0
xijt,ic_5,hub_13,t_30,170.0
xijt,ic_5,hub_13,t_31,169.0
xijt,ic_5,hub_13,t_32,171.0
xijt,ic_5,hub_13,t_33,171.0
xijt,ic_5,hub_13,t_34,171.0
xijt,ic_5,hub_13,t_35,171.0
xijt,ic_5,hub_13,t_36,171.0
xijt,ic_5,hub_13,t_37,169.0
xijt,ic_5,hub_13,t_38,172.0
xijt,ic_5,hub_13,t_39,170.0
xijt,ic_5,hub_13,t_40,168.0
xijt,ic_5,hub_13,t_41,171.0
xijt,ic_5,hub_13,t_42,169.0
xijt,ic_5,hub_13,t_43,172.0
xijt,ic_5,hub_13,t_44,170.0
xijt,ic_5,hub_13,t_45,168.0
xijt,ic_5,hub_13,t_46,171.0
xijt,ic_5,hub_13,t_47,169.0
xijt,ic_5,hub_13,t_48,172.0
xijt,ic_5,hub_14,t_1,180.0
xijt,ic_5,hub_14,t_2,171.0
xijt,ic_5,hub_14,t_3,180.0
xijt,ic_5,hub_14,t_4,171.0
xijt,ic_5,hub_14,t_5,180.0
xijt,ic_5,hub_14,t_6,171.0
xijt,ic_5,hub_14,t_7,166.0
xijt,ic_5,hub_14,t_8,162.0
xijt,ic_5,hub_14,t_9,158.0
xijt,ic_5,hub_14,t_10,163.0
xijt,ic_5,hub_14,t_11,159.0
xijt,ic_5,hub_14,t_12,164.0
xijt,ic_5,hub_14,t_13,160.0
xijt,ic_5,hub_14,t_14,144.0
xijt,ic_5,hub_14,t_15,152.0
xijt,ic_5,hub_14,t_16,168.0
xijt,ic_5,hub_14,t_17,185.0
xijt,ic_5,hub_14,t_18,176.0
xijt,ic_5,hub_14,t_19,185.0
xijt,ic_5,hub_14,t_20,176.0
xijt,ic_5,hub_14,t_21,185.0
xijt,ic_5,hub_14,t_22,176.0
xijt,ic_5,hub_14,t_23,185.0
xijt,ic_5,hub_14,t_24,176.0
xijt,ic_5,hub_14,t_25,175.0
xijt,ic_5,hub_14,t_26,174.0
xijt,ic_5,hub_14,t_27,173.0
xijt,ic_5,hub_14,t_28,172.0
xijt,ic_5,hub_14,t_29,171.0
xijt,ic_5,hub_14,t_30,170.0
xijt,ic_5,hub_14,t_31,169.0
xijt,ic_5,hub_14,t_32,171.0
xijt,ic_5,hub_14,t_33,171.0
xijt,ic_5,hub_14,t_34,171.0
xijt,ic_5,hub_14,t_35,171.0
xijt,ic_5,hub_14,t_36,171.0
xijt,ic_5,hub_14,t_37,169.0
xijt,ic_5,hub_14,t_38,172.0
xijt,ic_5,hub_14,t_39,170.0
xijt,ic_5,hub_14,t_40,168.0
xijt,ic_5,hub_14,t_41,171.0
xijt,ic_5,hub_14,t_42,169.0
xijt,ic_5,hub_14,t_43,172.0
xijt,ic_5,hub_14,t_44,170.0
xijt,ic_5,hub_14,t_45,168.0
xijt,ic_5,hub_14,t_46,171.0
xijt,ic_5,hub_14,t_47,169.0
xijt,ic_5,hub_14,t_48,172.0
xijt,ic_5,hub_15,t_1,0.0
xijt,ic_5,hub_15,t_2,0.0
xijt,ic_5,hub_15,t_3,0.0
xijt,ic_5,hub_15,t_4,0.0
xijt,ic_5,hub_15,t_5,0.0
xijt,ic_5,hub_15,t_6,0.0
xijt,ic_5,hub_15,t_7,0.0
xijt,ic_5,hub_15,t_8,0.0
xijt,ic_5,hub_15,t_9,0.0
xijt,ic_5,hub_15,t_10,0.0
xijt,ic_5,hub_15,t_11,0.0
xijt,ic_5,hub_15,t_12,0.0
xijt,ic_5,hub_15,t_13,0.0
xijt,ic_5,hub_15,t_14,0.0
xijt,ic_5,hub_15,t_15,0.0
xijt,ic_5,hub_15,t_16,0.0
xijt,ic_5,hub_15,t_17,0.0
xijt,ic_5,hub_15,t_18,0.0
xijt,ic_5,hub_15,t_19,0.0
xijt,ic_5,hub_15,t_20,0.0
xijt,ic_5,hub_15,t_21,0.0
xijt,ic_5,hub_15,t_22,0.0
xijt,ic_5,hub_15,t_23,0.0
xijt,ic_5,hub_15,t_24,0.0
xijt,ic_5,hub_15,t_25,0.0
xijt,ic_5,hub_15,t_26,0.0
xijt,ic_5,hub_15,t_27,0.0
xijt,ic_5,hub_15,t_28,0.0
xijt,ic_5,hub_15,t_29,0.0
xijt,ic_5,hub_15,t_30,0.0
xijt,ic_5,hub_15,t_31,0.0
xijt,ic_5,hub_15,t_32,0.0
xijt,ic_5,hub_15,t_33,0.0
xijt,ic_5,hub_15,t_34,0.0
xijt,ic_5,hub_15,t_35,0.0
xijt,ic_5,hub_15,t_36,0.0
xijt,ic_5,hub_15,t_37,0.0
xijt,ic_5,hub_15,t_38,0.0
xijt,ic_5,hub_15,t_39,0.0
xijt,ic_5,hub_15,t_40,0.0
xijt,ic_5,hub_15,t_41,0.0
xijt,ic_5,hub_15,t_42,0.0
xijt,ic_5,hub_15,t_43,0.0
xijt,ic_5,hub_15,t_44,0.0
xijt,ic_5,hub_15,t_45,0.0
xijt,ic_5,hub_15,t_46,0.0
xijt,ic_5,hub_15,t_47,0.0
xijt,ic_5,hub_15,t_48,0.0
xijt,ic_6,hub_1,t_1,0.0
xijt,ic_6,hub_1,t_2,0.0
xijt,ic_6,hub_1,t_3,0.0
xijt,ic_6,hub_1,t_4,0.0
xijt,ic_6,hub_1,t_5,0.0
xijt,ic_6,hub_1,t_6,0.0
xijt,ic_6,hub_1,t_7,0.0
xijt,ic_6,hub_1,t_8,0.0
xijt,ic_6,hub_1,t_9,0.0
xijt,ic_6,hub_1,t_10,0.0
xijt,ic_6,hub_1,t_11,0.0
xijt,ic_6,hub_1,t_12,0.0
xijt,ic_6,hub_1,t_13,0.0
xijt,ic_6,hub_1,t_14,0.0
xijt,ic_6,hub_1,t_15,0.0
xijt,ic_6,hub_1,t_16,0.0
xijt,ic_6,hub_1,t_17,0.0
xijt,ic_6,hub_1,t_18,0.0
xijt,ic_6,hub_1,t_19,0.0
xijt,ic_6,hub_1,t_20,0.0
xijt,ic_6,hub_1,t_21,0.0
xijt,ic_6,hub_1,t_22,0.0
xijt,ic_6,hub_1,t_23,0.0
xijt,ic_6,hub_1,t_24,0.0
xijt,ic_6,hub_1,t_25,0.0
xijt,ic_6,hub_1,t_26,0.0
xijt,ic_6,hub_1,t_27,0.0
xijt,ic_6,hub_1,t_28,0.0
xijt,ic_6,hub_1,t_29,0.0
xijt,ic_6,hub_1,t_30,0.0
xijt,ic_6,hub_1,t_31,0.0
xijt,ic_6,hub_1,t_32,0.0
xijt,ic_6,hub_1,t_33,0.0
xijt,ic_6,hub_1,t_34,0.0
xijt,ic_6,hub_1,t_35,0.0
xijt,ic_6,hub_1,t_36,0.0
xijt,ic_6,hub_1,t_37,0.0
xijt,ic_6,hub_1,t_38,0.0
xijt,ic_6,hub_1,t_39,0.0
xijt,ic_6,hub_1,t_40,0.0
xijt,ic_6,hub_1,t_41,0.0
xijt,ic_6,hub_1,t_42,0.0
xijt,ic_6,hub_1,t_43,0.0
xijt,ic_6,hub_1,t_44,0.0
xijt,ic_6,hub_1,t_45,0.0
xijt,ic_6,hub_1,t_46,0.0
xijt,ic_6,hub_1,t_47,0.0
xijt,ic_6,hub_1,t_48,0.0
xijt,ic_6,hub_2,t_1,0.0
xijt,ic_6,hub_2,t_2,0.0
xijt,ic_6,hub_2,t_3,0.0
xijt,ic_6,hub_2,t_4,0.0
xijt,ic_6,hub_2,t_5,0.0
xijt,ic_6,hub_2,t_6,0.0
xijt,ic_6,hub_2,t_7,0.0
xijt,ic_6,hub_2,t_8,0.0
xijt,ic_6,hub_2,t_9,0.0
xijt,ic_6,hub_2,t_10,0.0
xijt,ic_6,hub_2,t_11,0.0
xijt,ic_6,hub_2,t_12,0.0
xijt,ic_6,hub_2,t_13,0.0
xijt,ic_6,hub_2,t_14,0.0
xijt,ic_6,hub_2,t_15,0.0
xijt,ic_6,hub_2,t_16,0.0
xijt,ic_6,hub_2,t_17,0.0
xijt,ic_6,hub_2,t_18,0.0
xijt,ic_6,hub_2,t_19,0.0
xijt,ic_6,hub_2,t_20,0.0
xijt,ic_6,hub_2,t_21,0.0
xijt,ic_6,hub_2,t_22,0.0
xijt,ic_6,hub_2,t_23,0.0
xijt,ic_6,hub_2,t_24,0.0
xijt,ic_6,hub_2,t_25,0.0
xijt,ic_6,hub_2,t_26,0.0
xijt,ic_6,hub_2,t_27,0.0
xijt,ic_6,hub_2,t_28,0.0
xijt,ic_6,hub_2,t_29,0.0
xijt,ic_6,hub_2,t_30,0.0
xijt,ic_6,hub_2,t_31,0.0
xijt,ic_6,hub_2,t_32,0.0
xijt,ic_6,hub_2,t_33,0.0
xijt,ic_6,hub_2,t_34,0.0
xijt,ic_6,hub_2,t_35,0.0
xijt,ic_6,hub_2,t_36,0.0
xijt,ic_6,hub_2,t_37,0.0
xijt,ic_6,hub_2,t_38,0.0
xijt,ic_6,hub_2,t_39,0.0
xijt,ic_6,hub_2,t_40,0.0
xijt,ic_6,hub_2,t_41,0.0
xijt,ic_6,hub_2,t_42,0.0
xijt,ic_6,hub_2,t_43,0.0
xijt,ic_6,hub_2,t_44,0.0
xijt,ic_6,hub_2,t_45,0.0
xijt,ic_6,hub_2,t_46,0.0
xijt,ic_6,hub_2,t_47,0.0
xijt,ic_6,hub_2,t_48,0.0
xijt,ic_6,hub_3,t_1,0.0
xijt,ic_6,hub_3,t_2,0.0
xijt,ic_6,hub_3,t_3,0.0
xijt,ic_6,hub_3,t_4,0.0
xijt,ic_6,hub_3,t_5,0.0
xijt,ic_6,hub_3,t_6,0.0
xijt,ic_6,hub_3,t_7,0.0
xijt,ic_6,hub_3,t_8,0.0
xijt,ic_6,hub_3,t_9,0.0
xijt,ic_6,hub_3,t_10,0.0
xijt,ic_6,hub_3,t_11,0.0
xijt,ic_6,hub_3,t_12,0.0
xijt,ic_6,hub_3,t_13,0.0
xijt,ic_6,hub_3,t_14,0.0
xijt,ic_6,hub_3,t_15,0.0
xijt,ic_6,hub_3,t_16,0.0
xijt,ic_6,hub_3,t_17,0.0
xijt,ic_6,hub_3,t_18,0.0
xijt,ic_6,hub_3,t_19,0.0
xijt,ic_6,hub_3,t_20,0.0
xijt,ic_6,hub_3,t_21,0.0
xijt,ic_6,hub_3,t_22,0.0
xijt,ic_6,hub_3,t_23,0.0
xijt,ic_6,hub_3,t_24,0.0
xijt,ic_6,hub_3,t_25,0.0
xijt,ic_6,hub_3,t_26,0.0
xijt,ic_6,hub_3,t_27,0.0
xijt,ic_6,hub_3,t_28,0.0
xijt,ic_6,hub_3,t_29,0.0
xijt,ic_6,hub_3,t_30,0.0
xijt,ic_6,hub_3,t_31,0.0
xijt,ic_6,hub_3,t_32,0.0
xijt,ic_6,hub_3,t_33,0.0
xijt,ic_6,hub_3,t_34,0.0
xijt,ic_6,hub_3,t_35,0.0
xijt,ic_6,hub_3,t_36,0.0
xijt,ic_6,hub_3,t_37,0.0
xijt,ic_6,hub_3,t_38,0.0
xijt,ic_6,hub_3,t_39,0.0
xijt,ic_6,hub_3,t_40,0.0
xijt,ic_6,hub_3,t_41,0.0
xijt,ic_6,hub_3,t_42,0.0
xijt,ic_6,hub_3,t_43,0.0
xijt,ic_6,hub_3,t_44,0.0
xijt,ic_6,hub_3,t_45,0.0
xijt,ic_6,hub_3,t_46,0.0
xijt,ic_6,hub_3,t_47,0.0
xijt,ic_6,hub_3,t_48,0.0
xijt,ic_6,hub_4,t_1,170.0
xijt,ic_6,hub_4,t_2,162.0
xijt,ic_6,hub_4,t_3,171.0
xijt,ic_6,hub_4,t_4,180.0
xijt,ic_6,hub_4,t_5,171.0
xijt,ic_6,hub_4,t_6,180.0
xijt,ic_6,hub_4,t_7,175.0
xijt,ic_6,hub_4,t_8,170.0
xijt,ic_6,hub_4,t_9,165.0
xijt,ic_6,hub_4,t_10,161.0
xijt,ic_6,hub_4,t_11,157.0
xijt,ic_6,hub_4,t_12,162.0
xijt,ic_6,hub_4,t_13,158.0
xijt,ic_6,hub_4,t_14,174.0
xijt,ic_6,hub_4,t_15,183.0
xijt,ic_6,hub_4,t_16,202.0
xijt,ic_6,hub_4,t_17,182.0
xijt,ic_6,hub_4,t_18,173.0
xijt,ic_6,hub_4,t_19,182.0
xijt,ic_6,hub_4,t_20,173.0
xijt,ic_6,hub_4,t_21,182.0
xijt,ic_6,hub_4,t_22,173.0
xijt,ic_6,hub_4,t_23,182.0
xijt,ic_6,hub_4,t_24,173.0
xijt,ic_6,hub_4,t_25,172.0
xijt,ic_6,hub_4,t_26,171.0
xijt,ic_6,hub_4,t_27,170.0
xijt,ic_6,hub_4,t_28,169.0
xijt,ic_6,hub_4,t_29,171.0
xijt,ic_6,hub_4,t_30,170.0
xijt,ic_6,hub_4,t_31,169.0
xijt,ic_6,hub_4,t_32,171.0
xijt,ic_6,hub_4,t_33,171.0
xijt,ic_6,hub_4,t_34,171.0
xijt,ic_6,hub_4,t_35,171.0
xijt,ic_6,hub_4,t_36,171.0
xijt,ic_6,hub_4,t_37,169.0
xijt,ic_6,hub_4,t_38,172.0
xijt,ic_6,hub_4,t_39,170.0
xijt,ic_6,hub_4,t_40,168.0
xijt,ic_6,hub_4,t_41,171.0
xijt,ic_6,hub_4,t_42,169.0
xijt,ic_6,hub_4,t_43,172.0
xijt,ic_6,hub_4,t_44,170.0
xijt,ic_6,hub_4,t_45,168.0
xijt,ic_6,hub_4,t_46,171.0
xijt,ic_6,hub_4,t_47,169.0
xijt,ic_6,hub_4,t_48,172.0
xijt,ic_6,hub_5,t_1,180.0
xijt,ic_6,hub_5,t_2,171.0
xijt,ic_6,hub_5,t_3,180.0
xijt,ic_6,hub_5,t_4,171.0
xijt,ic_6,hub_5,t_5,180.0
xijt,ic_6,hub_5,t_6,171.0
xijt,ic_6,hub_5,t_7,166.0
xijt,ic_6,hub_5,t_8,162.0
xijt,ic_6,hub_5,t_9,158.0
xijt,ic_6,hub_5,t_10,163.0
xijt,ic_6,hub_5,t_11,159.0
xijt,ic_6,hub_5,t_12,164.0
xijt,ic_6,hub_5,t_13,160.0
xijt,ic_6,hub_5,t_14,144.0
xijt,ic_6,hub_5,t_15,152.0
